ticker,yahoo_ticker,country,company,sector
NOHAL,NOHAL.OL,Norway,Nordic Halibut,
NIO,NIO.ST,Sweden,Nordic Iron Ore,
LEVEL,LEVEL.ST,Sweden,Nordic LEVEL,
NOM,NOM.OL,Norway,Nordic Mining,
NOD,NOD.OL,Norway,Nordic Semiconductor,
NTG,NTG.OL,Norway,Nordic Technology,
NORB B,NORB-B.ST,Sweden,Nordisk Bergteknik,
NOTEK,NOTEK.ST,Sweden,Norditek,
SAVE,SAVE.ST,Sweden,Nordnet,
NREST,NREST.ST,Sweden,Nordrest,
NORION,NORION.ST,Sweden,Norion Bank,
NORRH,NORRH.HE,Finland,Norrhydro,
NORSE,NORSE.OL,Norway,Norse Atlantic,
NHY,NHY.OL,Norway,Norsk Hydro,
NTI,NTI.OL,Norway,Norsk Titanium,
NSKOG,NSKOG.OL,Norway,Norske Skog,
NORTH,NORTH.OL,Norway,North Energy,
NORTHM,NORTHM.CO,Denmark,North Media,
NBZ,NBZ.ST,Sweden,Northbaze,
CAPS,CAPS.ST,Sweden,Northern CapSek,
CAPS PREF,CAPSPREF.ST,Sweden,Northern CapSek Pref,
NOL,NOL.OL,Norway,Northern Ocean,
NAS,NAS.OL,Norway,Norwegian Air Shuttle,
NBX,NBX.OL,Norway,Norwegian Block Exchange,
NOSA,NOSA.ST,Sweden,Nosa Plugs,
NOSIUM B,NOSIUM-B.ST,Sweden,Nosium,
NOTE,NOTE.ST,Sweden,NOTE,
NOVKAN,NOVKAN.ST,Sweden,Novakand Pharma,
NOVO B,NOVO-B.CO,Denmark,Novo Nordisk,
NSIS B,NSIS-B.CO,Denmark,Novonesis,
NOWO,NOWO.ST,Sweden,Nowonomics,
NTEK B,NTEK-B.ST,Sweden,Novotek,
NOVU,NOVU.ST,Sweden,Novus,
NP3,NP3.ST,Sweden,NP3 Fastigheter,
NP3 PREF,NP3PREF.ST,Sweden,NP3 Fastigheter Pref,
NRC,NRC.OL,Norway,NRC Group,
NTG,NTG.CO,Denmark,NTG Nordic Transport,
NTR B,NTR-B.CO,Denmark,NTR Holding,
NLG1V,NLG1V.HE,Finland,Nurminen Logistics,
NYAB,NYAB.ST,Sweden,NYAB,
NYF,NYF.ST,Sweden,Nyfosa,
NYKD,NYKD.OL,Norway,Nykode Therapeutics,
OSEAX,OSEAX.OL,Norway,OB Oslo All,
OSE25GI,OSE25GI.OL,Norway,OB Oslo Consumer,
OSE40GI,OSE40GI.OL,Norway,OB Oslo Financials,
OSE35GI,OSE35GI.OL,Norway,OB Oslo Health,
OSE20GI,OSE20GI.OL,Norway,OB Oslo Industrial,
OSE10GI,OSE10GI.OL,Norway,OB Oslo Oil&Gas,
OSE30GI,OSE30GI.OL,Norway,OB Oslo Staples,
OSE45GI,OSE45GI.OL,Norway,OB Oslo Technology,
OSE55GI,OSE55GI.OL,Norway,OB Oslo Utilities,
OBDU B,OBDU-B.ST,Sweden,Obducat,
OBDU PREF B,OBDU-PREF-B.ST,Sweden,Obducat Pref,
OBSRV,OBSRV.OL,Norway,Observe Medical,
OBSE,OBSE.ST,Sweden,Observit,
OBX,OBX.OL,Norway,OBX Oslo,
OCEAN,OCEAN.OL,Norway,Ocean GeoLoop,
OSUN,OSUN.OL,Norway,Ocean Sun,
ODF,ODF.OL,Norway,Odfjell A,
ODFB,ODFB.OL,Norway,Odfjell B,
ODL,ODL.OL,Norway,Odfjell Drilling,
OTL,OTL.OL,Norway,Odfjell Technology,
ODI,ODI.ST,Sweden,ODI Pharma,
ODIN,ODIN.ST,Sweden,Odinwell,
OEM B,OEM-B.ST,Sweden,OEM International,
OGUN B,OGUN-B.ST,Sweden,Ogunsen,
SX601010PI,SX601010PI.ST,Sweden,Oil Gas & Coal,
OKEA,OKEA.OL,Norway,OKEA,
OET,OET.OL,Norway,Okeanis Eco Tankers,
OLT,OLT.OL,Norway,Olav Thon,
OLVAS,OLVAS.HE,Finland,Olvi,
OMASP,OMASP.HE,Finland,Oma Säästöpankki,
OMDA,OMDA.OL,Norway,OMDA,
OMXC20,OMXC20.CO,Denmark,OMX Copenhagen 20,
OMXC20GI,OMXC20GI.CO,Denmark,OMX Copenhagen 20 GI,
OMXC25,OMXC25.CO,Denmark,OMX Copenhagen 25,
OMXC25GI,OMXC25GI.CO,Denmark,OMX Copenhagen 25 GI,
OMXCGI,OMXCGI.CO,Denmark,OMX Copenhagen GI,
OMXCPI,OMXCPI.CO,Denmark,OMX Copenhagen PI,
OMXH15,OMXH15.HE,Finland,OMX Helsinki 15,
OMXH25,OMXH25.HE,Finland,OMX Helsinki 25,
OMXHGI,OMXHGI.HE,Finland,OMX Helsinki GI,
OMXHPI,OMXHPI.HE,Finland,OMX Helsinki PI,
OMXSLCPI,OMXSLCPI.ST,Sweden,OMX Large Cap,
OMXHLCPI,OMXHLCPI.HE,Finland,OMX Large Cap,
OMXCLCPI,OMXCLCPI.CO,Denmark,OMX Large Cap,
OMXSMCPI,OMXSMCPI.ST,Sweden,OMX Mid Cap,
OMXHMCPI,OMXHMCPI.HE,Finland,OMX Mid Cap,
OMXCMCPI,OMXCMCPI.CO,Denmark,OMX Mid Cap,
OMXN40,OMXN40.ST,Sweden,OMX Nordic 40,
OMXSSCPI,OMXSSCPI.ST,Sweden,OMX Small Cap,
OMXHSCPI,OMXHSCPI.HE,Finland,OMX Small Cap,
OMXCSCPI,OMXCSCPI.CO,Denmark,OMX Small Cap,
OMXS30,OMXS30.ST,Sweden,OMX Stockholm 30,
OMXS30GI,OMXS30GI.ST,Sweden,OMX Stockholm 30 GI,
OMXS50EW,OMXS50EW.ST,Sweden,OMX Stockholm 50 EW,
OMXS60PI,OMXS60PI.ST,Sweden,OMX Stockholm 60,
OMXS60,OMXS60.ST,Sweden,OMX Stockholm 60 GI,
OMXSGI,OMXSGI.ST,Sweden,OMX Stockholm GI,
OMXSPI,OMXSPI.ST,Sweden,OMX Stockholm PI,
CX8000PI,CX8000PI.CO,Denmark,OMXC Financials,
CX4000PI,CX4000PI.CO,Denmark,OMXC Health,
CX2000PI,CX2000PI.CO,Denmark,OMXC Industrial,
CX0001PI,CX0001PI.CO,Denmark,OMXC Oil&Gas,
CX9000PI,CX9000PI.CO,Denmark,OMXC Technology,
CX6000PI,CX6000PI.CO,Denmark,OMXC Telecom,
CX7000PI,CX7000PI.CO,Denmark,OMXC Utilities,
HX8000PI,HX8000PI.HE,Finland,OMXH Financials,
HX4000PI,HX4000PI.HE,Finland,OMXH Health,
HX2000PI,HX2000PI.HE,Finland,OMXH Industrial,
HX1000PI,HX1000PI.HE,Finland,OMXH Materials,
HX0001PI,HX0001PI.HE,Finland,OMXH Oil&Gas,
HX9000PI,HX9000PI.HE,Finland,OMXH Technology,
HX6000PI,HX6000PI.HE,Finland,OMXH Telecom,
HX7000PI,HX7000PI.HE,Finland,OMXH Utilities,
SX40PI,SX40PI.ST,Sweden,OMXS Consumer Discretionary,
SX45PI,SX45PI.ST,Sweden,OMXS Consumer Staples,
SX60PI,SX60PI.ST,Sweden,OMXS Energy,
SX30PI,SX30PI.ST,Sweden,OMXS Financials,
SX20PI,SX20PI.ST,Sweden,OMXS Health Care,
SX50PI,SX50PI.ST,Sweden,OMXS Industrials,
SX55PI,SX55PI.ST,Sweden,OMXS Materials,
SX35PI,SX35PI.ST,Sweden,OMXS Real Estate,
SX10PI,SX10PI.ST,Sweden,OMXS Technology,
SX15PI,SX15PI.ST,Sweden,OMXS Telecom,
SX65PI,SX65PI.ST,Sweden,OMXS Utilities,
ONCIN,ONCIN.OL,Norway,Oncoinvent,
ONCO,ONCO.ST,Sweden,Oncopeptides,
ONCOZ,ONCOZ.ST,Sweden,OncoZenge,
ONEF,ONEF.ST,Sweden,Oneflow,
OBAB,OBAB.ST,Sweden,Online Brands Nordic,
OODA,OODA.ST,Sweden,OODA AI,
OPSYH,OPSYH.ST,Sweden,Opsy Holding,
OPTER,OPTER.ST,Sweden,Opter,
OPTI,OPTI.ST,Sweden,OptiCept Technologies,
OPTOMED,OPTOMED.HE,Finland,Optomed,
ORX,ORX.ST,Sweden,Orexo,
ORGC,ORGC.ST,Sweden,OrganoClick,
ORIOLA,ORIOLA.HE,Finland,Oriola,
ORNAV,ORNAV.HE,Finland,Orion A,
ORNBV,ORNBV.HE,Finland,Orion B,
ORK,ORK.OL,Norway,Orkla,
ORRON,ORRON.ST,Sweden,Orrön Energy,
ORSTED,ORSTED.CO,Denmark,Orsted,
ORTIN,ORTIN.ST,Sweden,Ortelius International,
ORTHEX,ORTHEX.HE,Finland,Orthex,
ORTI A,ORTI-A.ST,Sweden,Ortivus A,
ORTI B,ORTI-B.ST,Sweden,Ortivus B,
ORT B,ORT-B.ST,Sweden,Ortoma,
OSEBX,OSEBX.OL,Norway,OSEBX Oslo,
OSSD,OSSD.ST,Sweden,OssDsign,
OKEAC,OKEAC.CO,Denmark,Ostasiatiske,
OTEC,OTEC.OL,Norway,Otello,
OTOVO,OTOVO.OL,Norway,Otovo,
OURLIV,OURLIV.ST,Sweden,OurLiving,
OUT1V,OUT1V.HE,Finland,Outokumpu,
OVARO,OVARO.HE,Finland,Ovaro Kiinteistösijoitus,
OVZON,OVZON.ST,Sweden,Ovzon,
OXE,OXE.ST,Sweden,OXE Marine,
PALLAS,PALLAS.HE,Finland,Pallas Air,
PNDORA,PNDORA.CO,Denmark,Pandora,
PNDX B,PNDX-B.ST,Sweden,Pandox,
PEN,PEN.OL,Norway,Panoro Energy,
PNA1V,PNA1V.HE,Finland,Panostaja,
PFINV,PFINV.CO,Denmark,Papirfabrikken Invest,
PDX,PDX.ST,Sweden,Paradox Interactive,
PLSV,PLSV.OL,Norway,Paratus Energy,
PARB,PARB.OL,Norway,Pareto Bank,
PARKST A,PARKST-A.CO,Denmark,Park Street,
PARKEN,PARKEN.CO,Denmark,PARKEN Sport,
PAX,PAX.ST,Sweden,Paxman,
PCIB,PCIB.OL,Norway,PCI Biotech,
PEAB B,PEAB-B.ST,Sweden,Peab,
PMED,PMED.ST,Sweden,Peptonic Medical,
PAAL B,PAAL-B.CO,Denmark,Per Aarsleff,
PERP B,PERP-B.ST,Sweden,Perpetua Medical,
SX4520PI,SX4520PI.ST,Sweden,Personal Care,
SX402040PI,SX402040PI.ST,Sweden,Personal Goods,
PSE,PSE.OL,Norway,Petrolia,
PNOR,PNOR.OL,Norway,PetroNor E&P,
PEXA B,PEXA-B.ST,Sweden,PExA,
PEXIP,PEXIP.OL,Norway,Pexip,
PEG,PEG.CO,Denmark,Pharma Equity,
SX201030PI,SX201030PI.ST,Sweden,Pharmaceuticals,
PHAL,PHAL.ST,Sweden,PharmaLundensis,
PHI,PHI.ST,Sweden,Phase Holographic,
PCAT,PCAT.ST,Sweden,Photocat,
PHO,PHO.OL,Norway,Photocure,
PTRK,PTRK.ST,Sweden,Physitrack,
PIERCE,PIERCE.ST,Sweden,Pierce Group,
PIHLIS,PIHLIS.HE,Finland,Pihlajalinna,
PIIPPO,PIIPPO.HE,Finland,Piippo,
PILA,PILA.ST,Sweden,Pila Pharma,
PION B,PION-B.ST,Sweden,PION Group,
PPG,PPG.OL,Norway,Pioneer Property Pref,
PIXEL,PIXEL.ST,Sweden,PixelFox,
PIXFAM,PIXFAM.ST,Sweden,Pixfam,
PLAZ B,PLAZ-B.ST,Sweden,Platzer Fastigheter,
PLEJD,PLEJD.ST,Sweden,Plejd,
ARVOSK,ARVOSK.HE,Finland,Pohjanmaan Arvo,
POLAR,POLAR.ST,Sweden,PolarCool,
POL,POL.OL,Norway,Polaris Media,
PLT,PLT.OL,Norway,poLight,
POLYG,POLYG.ST,Sweden,Polygiene,
POLYMER,POLYMER.ST,Sweden,Polymer Factory,
PON1V,PON1V.HE,Finland,Ponsse 1,
POSTI,POSTI.HE,Finland,Posti Group,
PCELL,PCELL.ST,Sweden,PowerCell,
PREBON,PREBON.ST,Sweden,Prebona,
PRCO B,PRCO-B.ST,Sweden,Precio Fishbone,
SX551030PI,SX551030PI.ST,Sweden,Precious Metals & Mining,
PREC,PREC.ST,Sweden,Precise Biometrics,
PCOM B,PCOM-B.ST,Sweden,Precomp Solutions,
SNX,SNX.ST,Sweden,Premium Snacks,
PHOL PREF,PHOLPREF.ST,Sweden,Preservia Holding Pref,
PHYR B,PHYR-B.ST,Sweden,Preservia Hyresfastigheter,
PHYR PREF,PHYRPREF.ST,Sweden,Preservia Pref,
PRESRV,PRESRV.ST,Sweden,Preservium Property,
PREV B,PREV-B.ST,Sweden,Prevas,
PRIC B,PRIC-B.ST,Sweden,Pricer,
PRIMOF,PRIMOF.CO,Denmark,Prime Office,
PRISMA,PRISMA.ST,Sweden,Prisma Properties,
PACT,PACT.ST,Sweden,Proact IT,
PROF B,PROF-B.ST,Sweden,ProfilGruppen,
PRFO,PRFO.ST,Sweden,Profoto,
PRLD,PRLD.ST,Sweden,Prolight Diagnostics,
PRO,PRO.ST,Sweden,Promimic,
PRS,PRS.OL,Norway,Prosafe,
PROGEN,PROGEN.ST,Sweden,Prostatype Genomics,
PROT,PROT.OL,Norway,Protector,
PROVIT,PROVIT.ST,Sweden,Provide IT,
PROXI,PROXI.OL,Norway,Proximar Seafood,
PRYME,PRYME.OL,Norway,Pryme,
PUBLI,PUBLI.OL,Norway,Public Property Invest,
PUUILO,PUUILO.HE,Finland,Puuilo,
PYRUM,PYRUM.OL,Norway,Pyrum Innovations,
QBNK,QBNK.ST,Sweden,QBank,
QBEN,QBEN.ST,Sweden,Qben Infra,
QBIM,QBIM.ST,Sweden,QBIM,
QBRICK,QBRICK.ST,Sweden,Qbrick,
QIIWI,QIIWI.ST,Sweden,Qiiwi Games,
QINTER,QINTER.CO,Denmark,Q-Interline,
QAIR,QAIR.ST,Sweden,QleanAir,
QLIFE,QLIFE.ST,Sweden,QLife,
QLINEA,QLINEA.ST,Sweden,Q-Linea,
QLIRO,QLIRO.ST,Sweden,Qliro,
QCORE,QCORE.ST,Sweden,Qlucore,
QPR1V,QPR1V.HE,Finland,QPR Software,
QTCOM,QTCOM.HE,Finland,Qt Group,
QSYS,QSYS.ST,Sweden,Qualisys,
QEC,QEC.OL,Norway,Questerre Energy,
QUIA,QUIA.ST,Sweden,QuiaPEG Pharmaceuticals,
RAIL,RAIL.ST,Sweden,Railcare,
RMDX,RMDX.ST,Sweden,Railway Metrics & Dynamics,
RAIKV,RAIKV.HE,Finland,Raisio K,
RAKE,RAKE.ST,Sweden,Raketech,
RAMSH,RAMSH.ST,Sweden,Ramlösa Shipping,
RANA,RANA.OL,Norway,Rana Gruber,
RLOS B,RLOS-B.ST,Sweden,RanLOS,
RPLAN,RPLAN.ST,Sweden,Ranplan,
RAP1V,RAP1V.HE,Finland,Rapala,
RATO A,RATO-A.ST,Sweden,Ratos A,
RATO B,RATO-B.ST,Sweden,Ratos B,
RAUTE,RAUTE.HE,Finland,Raute,
RAY B,RAY-B.ST,Sweden,RaySearch Laboratories,
REACH,REACH.OL,Norway,Reach Subsea,
SX351010PI,SX351010PI.ST,Sweden,Real Estate Investment,
REAL,REAL.ST,Sweden,Real Fastigheter,
REALFI,REALFI.ST,Sweden,Realfiction,
REBL,REBL.HE,Finland,Rebl Group,
RECSI,RECSI.OL,Norway,REC Silicon,
RECY B,RECY-B.ST,Sweden,Recyctec,
REDS,REDS.ST,Sweden,Redsense Medical,
REFINE,REFINE.ST,Sweden,Refine Group,
REFL,REFL.OL,Norway,ReFuels N.V.,
REJL B,REJL-B.ST,Sweden,Rejlers,
REKA,REKA.HE,Finland,Reka Industrial,
RELAIS,RELAIS.HE,Finland,Relais Group,
RLVNC,RLVNC.ST,Sweden,Relevance Communication,
REMEDY,REMEDY.HE,Finland,Remedy Entertainment,
RVN,RVN.ST,Sweden,Renewable Ventures,
RENT,RENT.ST,Sweden,Rentunder,
RESP,RESP.ST,Sweden,Respiratorius,
SX4040PI,SX4040PI.ST,Sweden,Retail,
SX404010PI,SX404010PI.ST,Sweden,Retailers,
REG1V,REG1V.HE,Finland,Revenio,
RVRC,RVRC.ST,Sweden,Revolutionrace,
RIAS B,RIAS-B.CO,Denmark,Rias,
RILBA,RILBA.CO,Denmark,Ringkjobing Landbobank,
RISK,RISK.CO,Denmark,Risk Intelligence,
RIVER,RIVER.OL,Norway,River Tech,
ROBIT,ROBIT.HE,Finland,Robit,
RBLN B,RBLN-B.CO,Denmark,Roblon,
ROCK A,ROCK-A.CO,Denmark,Rockwool A,
ROCK B,ROCK-B.CO,Denmark,Rockwool B,
ROGS,ROGS.OL,Norway,Rogaland Sparebank,
RO,RO.ST,Sweden,Rolling Optics,
ROMER,ROMER.OL,Norway,Romerike Sparebank,
ROM,ROM.OL,Norway,RomReal,
RROS,RROS.ST,Sweden,Rottneros,
ROV,ROV.CO,Denmark,Rovsing,
RBREW,RBREW.CO,Denmark,Royal UNIBREW,
RTX,RTX.CO,Denmark,RTX,
RUG,RUG.ST,Sweden,RugVista,
RUSTA,RUSTA.ST,Sweden,Rusta,
ROKO B,ROKO-B.ST,Sweden,Röko,
SDSD,SDSD.OL,Norway,S.D. Standard ETC,
S2M,S2M.ST,Sweden,S2Medical,
SAAB B,SAAB-B.ST,Sweden,Saab,
SAFE,SAFE.ST,Sweden,Safe at Sea,
SLG B,SLG-B.ST,Sweden,Safe Lane Gaming,
SFL,SFL.ST,Sweden,Safello Group,
SFTR,SFTR.ST,Sweden,Safeture,
SAGCV,SAGCV.HE,Finland,Saga Furs,
SAGA,SAGA.OL,Norway,Saga Pure,
SAGA A,SAGA-A.ST,Sweden,Sagax A,
SAGA B,SAGA-B.ST,Sweden,Sagax B,
SAGA D,SAGA-D.ST,Sweden,Sagax D,
SALM,SALM.OL,Norway,SalMar,
SALME,SALME.OL,Norway,Salmon Evolution,
SALT B,SALT-B.ST,Sweden,SaltX Technology,
SBB B,SBB-B.ST,Sweden,Samhällsbyggnadsbolag B,
SBB D,SBB-D.ST,Sweden,Samhällsbyggnadsbolag D,
SAMPO,SAMPO.HE,Finland,Sampo,
SAMPO SDB,SAMPOSDB.ST,Sweden,Sampo,
SAMPO DKK,SAMPODKK.CO,Denmark,Sampo,
SAMT B,SAMT-B.ST,Sweden,Samtrygg,
SAND,SAND.ST,Sweden,Sandvik,
SANION,SANION.ST,Sweden,Saniona,
SANOMA,SANOMA.HE,Finland,Sanoma,
SARS,SARS.ST,Sweden,SARSYS,
SATS,SATS.OL,Norway,SATS,
YIELD,YIELD.ST,Sweden,SaveLend,
SAXG,SAXG.ST,Sweden,Saxlund,
SCA A,SCA-A.ST,Sweden,SCA A,
SCA B,SCA-B.ST,Sweden,SCA B,
SCANA,SCANA.OL,Norway,Scana,
SBOK,SBOK.ST,Sweden,ScandBook,
SCST,SCST.ST,Sweden,Scandi Standard,
SHOT,SHOT.ST,Sweden,Scandic Hotels,
SDOS,SDOS.ST,Sweden,ScandiDos,
ASTOR,ASTOR.ST,Sweden,Scandinavian Astor,
SES,SES.ST,Sweden,Scandinavian Enviro,
SIG,SIG.CO,Denmark,Scandinavian Investment,
SMSMED,SMSMED.CO,Denmark,Scandinavian Medical,
HEART,HEART.ST,Sweden,Scandinavian Real Heart,
STG,STG.CO,Denmark,Scandinavian Tobacco,
SCANFL,SCANFL.HE,Finland,Scanfil,
SCATC,SCATC.OL,Norway,Scatec,
SCHO,SCHO.CO,Denmark,Schouw & Co.,
SCIB,SCIB.ST,Sweden,Scibase,
SCOUT,SCOUT.ST,Sweden,Scout Gaming,
SDIP B,SDIP-B.ST,Sweden,Sdiptech,
SDIP PREF,SDIPPREF.ST,Sweden,Sdiptech Pref,
SEA1,SEA1.OL,Norway,Sea1 Offshore,
SEAF,SEAF.ST,Sweden,Seafire,
SDS,SDS.ST,Sweden,Seamless Distribution Systems,
STW,STW.ST,Sweden,SeaTwirl,
SEB A,SEB-A.ST,Sweden,SEB A,
SEB C,SEB-C.ST,Sweden,SEB C,
SECT B,SECT-B.ST,Sweden,Sectra,
SECU B,SECU-B.ST,Sweden,Securitas,
ENH,ENH.OL,Norway,SED Energy,
SEDANA,SEDANA.ST,Sweden,Sedana Medical,
SEHED B,SEHED-B.ST,Sweden,SEHED Byggmästargruppen,
SBO,SBO.OL,Norway,Selvaag Bolig,
SDET,SDET.ST,Sweden,SensoDetect,
SGG,SGG.ST,Sweden,Sensys Gatso,
SNTIA,SNTIA.OL,Norway,Sentia,
SENZA,SENZA.ST,Sweden,SenzaGen,
SEZI,SEZI.ST,Sweden,Senzime,
SERT,SERT.ST,Sweden,Serstech,
SERV,SERV.ST,Sweden,Servana,
SNM,SNM.ST,Sweden,ShaMaran,
SHAPE,SHAPE.CO,Denmark,Shape Robotics,
SHT B,SHT-B.ST,Sweden,SHT Smart High-Tech,
SIBEK,SIBEK.ST,Sweden,Sibek,
SIILI,SIILI.HE,Finland,Siili Solutions,
SILEON,SILEON.ST,Sweden,Sileon,
SIMRIS B,SIMRIS-B.ST,Sweden,Simris Alg,
SINCH,SINCH.ST,Sweden,Sinch,
SINT,SINT.ST,Sweden,SinterCast,
SITOWS,SITOWS.HE,Finland,Sitowise Group,
SIVE,SIVE.ST,Sweden,Sivers Semiconductors,
SCC B,SCC-B.ST,Sweden,Sjöstrand Coffee,
SKAKO,SKAKO.CO,Denmark,SKAKO,
SKAND,SKAND.OL,Norway,Skandia GreenPower,
SKA B,SKA-B.ST,Sweden,Skanska,
SKF A,SKF-A.ST,Sweden,SKF A,
SKF B,SKF-B.ST,Sweden,SKF B,
SKIS B,SKIS-B.ST,Sweden,SkiStar,
SKJE,SKJE.CO,Denmark,Skjern Bank,
SKOLON,SKOLON.ST,Sweden,Skolon,
SKUE,SKUE.OL,Norway,Skue Sparebank,
SKMO,SKMO.ST,Sweden,Skåne-möllan,
SLEEP,SLEEP.ST,Sweden,Sleep Cycle,
SLOTT B,SLOTT-B.ST,Sweden,Slottsviken B,
SEYE,SEYE.ST,Sweden,Smart Eye,
SMCRT,SMCRT.OL,Norway,SmartCraft,
SMOP,SMOP.OL,Norway,Smartoptics,
SMOL,SMOL.ST,Sweden,Smoltek,
SOCIAL,SOCIAL.ST,Sweden,Sociallite US,
SOFTX,SOFTX.OL,Norway,SoftOx Solutions,
SOF B,SOF-B.ST,Sweden,Softronic,
SX101010PI,SX101010PI.ST,Sweden,Software & Computer,
SWON,SWON.OL,Norway,SoftwareOne,
SOGN,SOGN.OL,Norway,Sogn Sparebank,
STECH,STECH.OL,Norway,Soiltech,
SOLAR B,SOLAR-B.CO,Denmark,Solar,
SFOODS,SFOODS.HE,Finland,Solar Foods,
SFAB,SFAB.ST,Sweden,Solid Försäkring,
SOLIDX,SOLIDX.ST,Sweden,SolidX,
SOLNA,SOLNA.ST,Sweden,Solnaberg,
SOMA,SOMA.OL,Norway,Solstad Maritime,
SOFF,SOFF.OL,Norway,Solstad Offshore,
SOLT,SOLT.ST,Sweden,SolTech Energy,
SOLTEQ,SOLTEQ.HE,Finland,Solteq,
SIN,SIN.ST,Sweden,Solution International,
SOLWERS,SOLWERS.HE,Finland,Solwers,
SONE,SONE.ST,Sweden,Sonetel,
SOSI,SOSI.ST,Sweden,Sotkamo Silver,
SOSI1,SOSI1.HE,Finland,Sotkamo Silver,
SOUND,SOUND.ST,Sweden,Sound Dimension,
SPG,SPG.CO,Denmark,SP Group,
SPAGO,SPAGO.ST,Sweden,Spago Nanomedical,
HELG,HELG.OL,Norway,Sparebank 1 Helgeland,
SNOR,SNOR.OL,Norway,Sparebank 1 Nordmore,
NONG,NONG.OL,Norway,Sparebank 1 Nord-Norge,
SOAG,SOAG.OL,Norway,Sparebank 1 Ostfold Akershus,
SPOL,SPOL.OL,Norway,Sparebank 1 Ostlandet,
RING,RING.OL,Norway,Sparebank 1 Ringerike Hadeland,
MING,MING.OL,Norway,Sparebank 1 SMN,
SB1NO,SB1NO.OL,Norway,SpareBank 1 Sor-Norge,
SB68,SB68.OL,Norway,Sparebank 68 grader nord,
MORG,MORG.OL,Norway,Sparebanken More,
SBNOR,SBNOR.OL,Norway,Sparebanken Norge,
SPOG,SPOG.OL,Norway,Sparebanken Ost,
SPKSJF,SPKSJF.CO,Denmark,Sparekassen Sjaelland-Fyn,
SPEC,SPEC.ST,Sweden,SpectraCure,
SPEONE,SPEONE.ST,Sweden,SpectrumOne,
SPERM,SPERM.ST,Sweden,Spermosens,
SPLTN,SPLTN.ST,Sweden,Spiltan Invest,
SPINN,SPINN.HE,Finland,Spinnova,
SPIR,SPIR.OL,Norway,Spir Group,
SPGR,SPGR.ST,Sweden,Spotlight Group,
SPOTR,SPOTR.ST,Sweden,Spotr Group,
SPRING,SPRING.HE,Finland,Springvest,
SPRINT,SPRINT.ST,Sweden,Sprint Bioscience,
SRV1V,SRV1V.HE,Finland,SRV Group,
SSAB A,SSAB-A.ST,Sweden,SSAB A,
SSABAH,SSABAH.HE,Finland,SSAB A,
SSABBH,SSABBH.HE,Finland,SSAB B,
SSAB B,SSAB-B.ST,Sweden,SSAB B,
SSH1V,SSH1V.HE,Finland,SSH Communications,
STST,STST.OL,Norway,Stainless Tankers,
STVA B,STVA-B.ST,Sweden,Star Vault,
STAR A,STAR-A.ST,Sweden,Starbreeze A,
STAR B,STAR-B.ST,Sweden,Starbreeze B,
STABL,STABL.ST,Sweden,Stayble Therapeutics,
STEF B,STEF-B.ST,Sweden,Stendörren Fastigheter,
SFAST,SFAST.ST,Sweden,Stenhus Fastigheter,
STENO,STENO.CO,Denmark,Stenocare,
STIL,STIL.ST,Sweden,Stille,
SF,SF.ST,Sweden,Stillfront,
STWK,STWK.ST,Sweden,Stockwik Förvaltning,
SNI,SNI.OL,Norway,Stolt-Nielsen,
SBG,SBG.ST,Sweden,StoneBeach,
STE A,STE-A.ST,Sweden,Stora Enso A,
STEAV,STEAV.HE,Finland,Stora Enso A,
STE R,STE-R.ST,Sweden,Stora Enso R,
STERV,STERV.HE,Finland,Stora Enso R,
STB,STB.OL,Norway,Storebrand,
STOR B,STOR-B.ST,Sweden,Storskogen,
STORY B,STORY-B.ST,Sweden,Storytel,
STRINV,STRINV.CO,Denmark,Strategic Investments,
STRAP,STRAP.CO,Denmark,Strategic Partners,
STRO,STRO.OL,Norway,StrongPoint,
STUDBO,STUDBO.ST,Sweden,Studentbostäder,
SVIK,SVIK.ST,Sweden,Studsvik,
SUBGEN,SUBGEN.ST,Sweden,Subgen AI,
SUBC,SUBC.OL,Norway,Subsea7,
SUMMAS,SUMMAS.ST,Sweden,Summa Defence,
SUMMA,SUMMA.HE,Finland,Summa Defence,
SBI,SBI.HE,Finland,Sunborn,
STRD B,STRD-B.ST,Sweden,Suntrade,
SUY1V,SUY1V.HE,Finland,Suominen,
SUS,SUS.ST,Sweden,Surgical Science,
SENS,SENS.ST,Sweden,Sustainable Energy,
SUSG,SUSG.ST,Sweden,Sustainion,
SVEAF,SVEAF.ST,Sweden,Sveafastigheter,
SWEC A,SWEC-A.ST,Sweden,Sweco A,
SWEC B,SWEC-B.ST,Sweden,Sweco B,
SWED A,SWED-A.ST,Sweden,Swedbank,
SVED B,SVED-B.ST,Sweden,Svedbergs,
BUY,BUY.ST,Sweden,Sweden BuyersClub,
SECARE,SECARE.ST,Sweden,Swedencare,
SLP B,SLP-B.ST,Sweden,Swedish Logistic Property,
SOBI,SOBI.ST,Sweden,Swedish Orphan Biovitrum,
AERO,AERO.ST,Sweden,Svenska Aerogel,
SWISS,SWISS.CO,Denmark,Swiss Properties Invest,
SVOL A,SVOL-A.ST,Sweden,Svolder A,
SVOL B,SVOL-B.ST,Sweden,Svolder B,
SYNACT,SYNACT.ST,Sweden,SynAct Pharma,
SYNEXO,SYNEXO.ST,Sweden,Synexo,
SYNSAM,SYNSAM.ST,Sweden,Synsam,
SYNT,SYNT.ST,Sweden,SyntheticMR,
SYSR,SYSR.ST,Sweden,Systemair,
