ticker,yahoo_ticker,country,company,sector,borsdata_ticker,ins_id
OMXHMCPI,OMXHMCPI.HE,Finland,OMX Mid Cap,,OMXHMCPI,661.0
OMXCMCPI,OMXCMCPI.CO,Denmark,OMX Mid Cap,,OMXCMCPI,851.0
OMXN40,OMXN40.ST,Sweden,OMX Nordic 40,,OMXN40,2491.0
OMXSSCPI,OMXSSCPI.ST,Sweden,OMX Small Cap,,OMXSSCPI,645.0
OMXHSCPI,OMXHSCPI.HE,Finland,OMX Small Cap,,OMXHSCPI,662.0
OMXCSCPI,OMXCSCPI.CO,Denmark,OMX Small Cap,,OMXCSCPI,852.0
OMXS30,OMXS30.ST,Sweden,OMX Stockholm 30,,OMXS30,627.0
OMXS30GI,OMXS30GI.ST,Sweden,OMX Stockholm 30 GI,,OMXS30GI,637.0
OMXS50EW,OMXS50EW.ST,Sweden,OMX Stockholm 50 EW,,OMXS50EW,640.0
OMXS60PI,OMXS60PI.ST,Sweden,OMX Stockholm 60,,OMXS60PI,642.0
OMXS60,OMXS60.ST,Sweden,OMX Stockholm 60 GI,,OMXS60,641.0
OMXSGI,OMXSGI.ST,Sweden,OMX Stockholm GI,,OMXSGI,639.0
OMXSPI,OMXSPI.ST,Sweden,OMX Stockholm PI,,OMXSPI,638.0
CX8000PI,CX8000PI.CO,Denmark,OMXC Financials,,CX8000PI,860.0
CX4000PI,CX4000PI.CO,Denmark,OMXC Health,,CX4000PI,856.0
CX2000PI,CX2000PI.CO,Denmark,OMXC Industrial,,CX2000PI,854.0
CX0001PI,CX0001PI.CO,Denmark,OMXC Oil&Gas,,CX0001PI,853.0
CX9000PI,CX9000PI.CO,Denmark,OMXC Technology,,CX9000PI,861.0
CX6000PI,CX6000PI.CO,Denmark,OMXC Telecom,,CX6000PI,858.0
CX7000PI,CX7000PI.CO,Denmark,OMXC Utilities,,CX7000PI,859.0
HX8000PI,HX8000PI.HE,Finland,OMXH Financials,,HX8000PI,671.0
HX4000PI,HX4000PI.HE,Finland,OMXH Health,,HX4000PI,667.0
HX2000PI,HX2000PI.HE,Finland,OMXH Industrial,,HX2000PI,665.0
HX1000PI,HX1000PI.HE,Finland,OMXH Materials,,HX1000PI,664.0
HX0001PI,HX0001PI.HE,Finland,OMXH Oil&Gas,,HX0001PI,663.0
HX9000PI,HX9000PI.HE,Finland,OMXH Technology,,HX9000PI,672.0
HX6000PI,HX6000PI.HE,Finland,OMXH Telecom,,HX6000PI,669.0
HX7000PI,HX7000PI.HE,Finland,OMXH Utilities,,HX7000PI,670.0
SX40PI,SX40PI.ST,Sweden,OMXS Consumer Discretionary,,SX40PI,651.0
SX45PI,SX45PI.ST,Sweden,OMXS Consumer Staples,,SX45PI,649.0
SX60PI,SX60PI.ST,Sweden,OMXS Energy,,SX60PI,646.0
SX30PI,SX30PI.ST,Sweden,OMXS Financials,,SX30PI,654.0
SX20PI,SX20PI.ST,Sweden,OMXS Health Care,,SX20PI,650.0
SX50PI,SX50PI.ST,Sweden,OMXS Industrials,,SX50PI,648.0
SX55PI,SX55PI.ST,Sweden,OMXS Materials,,SX55PI,647.0
SX35PI,SX35PI.ST,Sweden,OMXS Real Estate,,SX35PI,1998.0
SX10PI,SX10PI.ST,Sweden,OMXS Technology,,SX10PI,655.0
SX15PI,SX15PI.ST,Sweden,OMXS Telecom,,SX15PI,652.0
SX65PI,SX65PI.ST,Sweden,OMXS Utilities,,SX65PI,653.0
ONCIN,ONCIN.OL,Norway,Oncoinvent,,ONCIN,1533.0
ONCO,ONCO.ST,Sweden,Oncopeptides,,ONCO,1406.0
ONCOZ,ONCOZ.ST,Sweden,OncoZenge,,ONCOZ,2078.0
ONEF,ONEF.ST,Sweden,Oneflow,,ONEF,2381.0
OBAB,OBAB.ST,Sweden,Online Brands Nordic,,OBAB,325.0
OODA,OODA.ST,Sweden,OODA AI,,OODA,1935.0
OPSYH,OPSYH.ST,Sweden,Opsy Holding,,OPSYH,550.0
OPTER,OPTER.ST,Sweden,Opter,,OPTER,2309.0
OPTI,OPTI.ST,Sweden,OptiCept Technologies,,OPTI,474.0
OPTOMED,OPTOMED.HE,Finland,Optomed,,OPTOMED,1894.0
ORX,ORX.ST,Sweden,Orexo,,ORX,170.0
ORGC,ORGC.ST,Sweden,OrganoClick,,ORGC,605.0
ORIOLA,ORIOLA.HE,Finland,Oriola,,ORIOLA,706.0
ORNAV,ORNAV.HE,Finland,Orion A,,ORNAV,1646.0
ORNBV,ORNBV.HE,Finland,Orion B,,ORNBV,689.0
ORK,ORK.OL,Norway,Orkla,,ORK,944.0
ORRON,ORRON.ST,Sweden,Orrön Energy,,ORRON,132.0
ORSTED,ORSTED.CO,Denmark,Orsted,,ORSTED,1324.0
ORTIN,ORTIN.ST,Sweden,Ortelius International,,ORTIN,2065.0
ORTHEX,ORTHEX.HE,Finland,Orthex,,ORTHEX,2110.0
ORTI A,ORTI-A.ST,Sweden,Ortivus A,,ORTI A,1624.0
ORTI B,ORTI-B.ST,Sweden,Ortivus B,,ORTI B,172.0
ORT B,ORT-B.ST,Sweden,Ortoma,,ORT B,475.0
OSEBX,OSEBX.OL,Norway,OSEBX Oslo,,OSEBX,862.0
OSSD,OSSD.ST,Sweden,OssDsign,,OSSD,1845.0
OKEAC,OKEAC.CO,Denmark,Ostasiatiske,,OKEAC,1279.0
OTEC,OTEC.OL,Norway,Otello,,OTEC,959.0
OTOVO,OTOVO.OL,Norway,Otovo,,OTOVO,2092.0
OURLIV,OURLIV.ST,Sweden,OurLiving,,OURLIV,1453.0
OUT1V,OUT1V.HE,Finland,Outokumpu,,OUT1V,690.0
OVARO,OVARO.HE,Finland,Ovaro Kiinteistösijoitus,,OVARO,823.0
OVZON,OVZON.ST,Sweden,Ovzon,,OVZON,1698.0
OXE,OXE.ST,Sweden,OXE Marine,,OXE,1475.0
PALLAS,PALLAS.HE,Finland,Pallas Air,,PALLAS,2386.0
PNDORA,PNDORA.CO,Denmark,Pandora,,PNDORA,939.0
PNDX B,PNDX-B.ST,Sweden,Pandox,,PNDX B,738.0
PEN,PEN.OL,Norway,Panoro Energy,,PEN,1098.0
PNA1V,PNA1V.HE,Finland,Panostaja,,PNA1V,840.0
PFINV,PFINV.CO,Denmark,Papirfabrikken Invest,,PFINV,1282.0
PDX,PDX.ST,Sweden,Paradox Interactive,,PDX,1137.0
PLSV,PLSV.OL,Norway,Paratus Energy,,PLSV,2540.0
PARB,PARB.OL,Norway,Pareto Bank,,PARB,1339.0
PARKST A,PARKST-A.CO,Denmark,Park Street,,PARKST A,1269.0
PARKEN,PARKEN.CO,Denmark,PARKEN Sport,,PARKEN,1273.0
PAX,PAX.ST,Sweden,Paxman,,PAX,1469.0
PCIB,PCIB.OL,Norway,PCI Biotech,,PCIB,1171.0
PEAB B,PEAB-B.ST,Sweden,Peab,,PEAB B,175.0
PMED,PMED.ST,Sweden,Peptonic Medical,,PMED,495.0
PAAL B,PAAL-B.CO,Denmark,Per Aarsleff,,PAAL B,1200.0
PERP B,PERP-B.ST,Sweden,Perpetua Medical,,PERP B,773.0
SX4520PI,SX4520PI.ST,Sweden,Personal Care,,SX4520PI,2455.0
SX402040PI,SX402040PI.ST,Sweden,Personal Goods,,SX402040PI,1991.0
PSE,PSE.OL,Norway,Petrolia,,PSE,1099.0
PNOR,PNOR.OL,Norway,PetroNor E&P,,PNOR,1155.0
PEXA B,PEXA-B.ST,Sweden,PExA,,PEXA B,919.0
PEXIP,PEXIP.OL,Norway,Pexip,,PEXIP,1937.0
PEG,PEG.CO,Denmark,Pharma Equity,,PEG,1222.0
SX201030PI,SX201030PI.ST,Sweden,Pharmaceuticals,,SX201030PI,1993.0
PHAL,PHAL.ST,Sweden,PharmaLundensis,,PHAL,553.0
PHI,PHI.ST,Sweden,Phase Holographic,,,
PCAT,PCAT.ST,Sweden,Photocat,,PCAT,914.0
PHO,PHO.OL,Norway,Photocure,,PHO,1100.0
PTRK,PTRK.ST,Sweden,Physitrack,,PTRK,2201.0
PIERCE,PIERCE.ST,Sweden,Pierce Group,,PIERCE,2109.0
PIHLIS,PIHLIS.HE,Finland,Pihlajalinna,,PIHLIS,783.0
PIIPPO,PIIPPO.HE,Finland,Piippo,,PIIPPO,994.0
PILA,PILA.ST,Sweden,Pila Pharma,,PILA,2240.0
PION B,PION-B.ST,Sweden,PION Group,,PION B,177.0
PPG,PPG.OL,Norway,Pioneer Property Pref,,PPG,1173.0
PIXEL,PIXEL.ST,Sweden,PixelFox,,PIXEL,2299.0
PIXFAM,PIXFAM.ST,Sweden,Pixfam,,PIXFAM,2250.0
PLAZ B,PLAZ-B.ST,Sweden,Platzer Fastigheter,,PLAZ B,366.0
PLEJD,PLEJD.ST,Sweden,Plejd,,PLEJD,1078.0
ARVOSK,ARVOSK.HE,Finland,Pohjanmaan Arvo,,ARVOSK,2523.0
POLAR,POLAR.ST,Sweden,PolarCool,,POLAR,1757.0
POL,POL.OL,Norway,Polaris Media,,POL,1146.0
PLT,PLT.OL,Norway,poLight,,PLT,1747.0
POLYG,POLYG.ST,Sweden,Polygiene,,POLYG,1014.0
POLYMER,POLYMER.ST,Sweden,Polymer Factory,,POLYMER,2125.0
PON1V,PON1V.HE,Finland,Ponsse 1,,PON1V,726.0
POSTI,POSTI.HE,Finland,Posti Group,,POSTI,2599.0
PCELL,PCELL.ST,Sweden,PowerCell,,PCELL,434.0
PREBON,PREBON.ST,Sweden,Prebona,,PREBON,936.0
PRCO B,PRCO-B.ST,Sweden,Precio Fishbone,,PRCO B,333.0
SX551030PI,SX551030PI.ST,Sweden,Precious Metals & Mining,,SX551030PI,2466.0
PREC,PREC.ST,Sweden,Precise Biometrics,,PREC,178.0
PCOM B,PCOM-B.ST,Sweden,Precomp Solutions,,PCOM B,334.0
SNX,SNX.ST,Sweden,Premium Snacks,,SNX,451.0
PHOL PREF,PHOLPREF.ST,Sweden,Preservia Holding Pref,,PHOL PREF,1923.0
PHYR B,PHYR-B.ST,Sweden,Preservia Hyresfastigheter,,PHYR B,1878.0
PHYR PREF,PHYRPREF.ST,Sweden,Preservia Pref,,PHYR PREF,1472.0
PRESRV,PRESRV.ST,Sweden,Preservium Property,,PRESRV,2302.0
PREV B,PREV-B.ST,Sweden,Prevas,,PREV B,179.0
PRIC B,PRIC-B.ST,Sweden,Pricer,,PRIC B,180.0
PRIMOF,PRIMOF.CO,Denmark,Prime Office,,PRIMOF,1274.0
PRISMA,PRISMA.ST,Sweden,Prisma Properties,,PRISMA,2536.0
PACT,PACT.ST,Sweden,Proact IT,,PACT,181.0
PROF B,PROF-B.ST,Sweden,ProfilGruppen,,PROF B,184.0
PRFO,PRFO.ST,Sweden,Profoto,,PRFO,2228.0
PRLD,PRLD.ST,Sweden,Prolight Diagnostics,,PRLD,1424.0
PRO,PRO.ST,Sweden,Promimic,,PRO,2389.0
PRS,PRS.OL,Norway,Prosafe,,PRS,1102.0
PROGEN,PROGEN.ST,Sweden,Prostatype Genomics,,PROGEN,2016.0
PROT,PROT.OL,Norway,Protector,,PROT,1007.0
PROVIT,PROVIT.ST,Sweden,Provide IT,,PROVIT,1311.0
PROXI,PROXI.OL,Norway,Proximar Seafood,,PROXI,2072.0
PRYME,PRYME.OL,Norway,Pryme,,PRYME,2093.0
PUBLI,PUBLI.OL,Norway,Public Property Invest,,PUBLI,2527.0
PUUILO,PUUILO.HE,Finland,Puuilo,,PUUILO,2222.0
PYRUM,PYRUM.OL,Norway,Pyrum Innovations,,PYRUM,2272.0
QBNK,QBNK.ST,Sweden,QBank,,QBNK,461.0
QBEN,QBEN.ST,Sweden,Qben Infra,,QBEN,2554.0
QBIM,QBIM.ST,Sweden,QBIM,,QBIM,2592.0
QBRICK,QBRICK.ST,Sweden,Qbrick,,QBRICK,2196.0
QIIWI,QIIWI.ST,Sweden,Qiiwi Games,,QIIWI,1543.0
QINTER,QINTER.CO,Denmark,Q-Interline,,QINTER,2307.0
QAIR,QAIR.ST,Sweden,QleanAir,,QAIR,1896.0
QLIFE,QLIFE.ST,Sweden,QLife,,QLIFE,1921.0
QLINEA,QLINEA.ST,Sweden,Q-Linea,,QLINEA,1774.0
QLIRO,QLIRO.ST,Sweden,Qliro,,QLIRO,1979.0
QCORE,QCORE.ST,Sweden,Qlucore,,QCORE,2301.0
QPR1V,QPR1V.HE,Finland,QPR Software,,QPR1V,816.0
QTCOM,QTCOM.HE,Finland,Qt Group,,QTCOM,1305.0
QSYS,QSYS.ST,Sweden,Qualisys,,QSYS,2570.0
QEC,QEC.OL,Norway,Questerre Energy,,QEC,1104.0
QUIA,QUIA.ST,Sweden,QuiaPEG Pharmaceuticals,,,
RAIL,RAIL.ST,Sweden,Railcare,,RAIL,557.0
RMDX,RMDX.ST,Sweden,Railway Metrics & Dynamics,,RMDX,2416.0
RAIKV,RAIKV.HE,Finland,Raisio K,,RAIKV,728.0
RAKE,RAKE.ST,Sweden,Raketech,,RAKE,1722.0
RAMSH,RAMSH.ST,Sweden,Ramlösa Shipping,,RAMSH,2553.0
RANA,RANA.OL,Norway,Rana Gruber,,RANA,2094.0
RLOS B,RLOS-B.ST,Sweden,RanLOS,,RLOS B,2504.0
RPLAN,RPLAN.ST,Sweden,Ranplan,,RPLAN,1723.0
RAP1V,RAP1V.HE,Finland,Rapala,,RAP1V,729.0
RATO A,RATO-A.ST,Sweden,Ratos A,,RATO A,1625.0
RATO B,RATO-B.ST,Sweden,Ratos B,,RATO B,185.0
RAUTE,RAUTE.HE,Finland,Raute,,RAUTE,814.0
RAY B,RAY-B.ST,Sweden,RaySearch Laboratories,,RAY B,186.0
REACH,REACH.OL,Norway,Reach Subsea,,REACH,1148.0
SX351010PI,SX351010PI.ST,Sweden,Real Estate Investment,,SX351010PI,2450.0
REAL,REAL.ST,Sweden,Real Fastigheter,,REAL,1306.0
REALFI,REALFI.ST,Sweden,Realfiction,,REALFI,1486.0
REBL,REBL.HE,Finland,Rebl Group,,REBL,829.0
RECSI,RECSI.OL,Norway,REC Silicon,,RECSI,961.0
RECY B,RECY-B.ST,Sweden,Recyctec,,RECY B,491.0
REDS,REDS.ST,Sweden,Redsense Medical,,REDS,774.0
REFINE,REFINE.ST,Sweden,Refine Group,,REFINE,2098.0
REFL,REFL.OL,Norway,ReFuels N.V.,,REFL,2508.0
REJL B,REJL-B.ST,Sweden,Rejlers,,REJL B,188.0
REKA,REKA.HE,Finland,Reka Industrial,,REKA,789.0
RELAIS,RELAIS.HE,Finland,Relais Group,,RELAIS,1881.0
RLVNC,RLVNC.ST,Sweden,Relevance Communication,,RLVNC,1491.0
REMEDY,REMEDY.HE,Finland,Remedy Entertainment,,REMEDY,1528.0
RVN,RVN.ST,Sweden,Renewable Ventures,,,
RENT,RENT.ST,Sweden,Rentunder,,RENT,1442.0
RESP,RESP.ST,Sweden,Respiratorius,,RESP,546.0
SX4040PI,SX4040PI.ST,Sweden,Retail,,SX4040PI,1994.0
SX404010PI,SX404010PI.ST,Sweden,Retailers,,SX404010PI,2453.0
REG1V,REG1V.HE,Finland,Revenio,,REG1V,830.0
RVRC,RVRC.ST,Sweden,Revolutionrace,,RVRC,2193.0
RIAS B,RIAS-B.CO,Denmark,Rias,,RIAS B,1275.0
RILBA,RILBA.CO,Denmark,Ringkjobing Landbobank,,RILBA,1201.0
RISK,RISK.CO,Denmark,Risk Intelligence,,RISK,1735.0
RIVER,RIVER.OL,Norway,River Tech,,RIVER,1684.0
ROBIT,ROBIT.HE,Finland,Robit,,ROBIT,995.0
RBLN B,RBLN-B.CO,Denmark,Roblon,,RBLN B,1032.0
ROCK A,ROCK-A.CO,Denmark,Rockwool A,,ROCK A,1658.0
ROCK B,ROCK-B.CO,Denmark,Rockwool B,,ROCK B,951.0
ROGS,ROGS.OL,Norway,Rogaland Sparebank,,ROGS,2424.0
RO,RO.ST,Sweden,Rolling Optics,,RO,111.0
ROMER,ROMER.OL,Norway,Romerike Sparebank,,ROMER,1595.0
ROM,ROM.OL,Norway,RomReal,,ROM,1175.0
RROS,RROS.ST,Sweden,Rottneros,,RROS,191.0
ROV,ROV.CO,Denmark,Rovsing,,ROV,1287.0
RBREW,RBREW.CO,Denmark,Royal UNIBREW,,RBREW,941.0
RTX,RTX.CO,Denmark,RTX,,RTX,1276.0
RUG,RUG.ST,Sweden,RugVista,,RUG,2101.0
RUSTA,RUSTA.ST,Sweden,Rusta,,RUSTA,2512.0
ROKO B,ROKO-B.ST,Sweden,Röko,,ROKO B,2572.0
SDSD,SDSD.OL,Norway,S.D. Standard ETC,,SDSD,1176.0
S2M,S2M.ST,Sweden,S2Medical,,S2M,1758.0
SAAB B,SAAB-B.ST,Sweden,Saab,,SAAB B,193.0
SAFE,SAFE.ST,Sweden,Safe at Sea,,SAFE,490.0
SLG B,SLG-B.ST,Sweden,Safe Lane Gaming,,SLG B,512.0
SFL,SFL.ST,Sweden,Safello Group,,SFL,2143.0
SFTR,SFTR.ST,Sweden,Safeture,,SFTR,427.0
SAGCV,SAGCV.HE,Finland,Saga Furs,,SAGCV,788.0
SAGA,SAGA.OL,Norway,Saga Pure,,SAGA,1177.0
SAGA A,SAGA-A.ST,Sweden,Sagax A,,SAGA A,194.0
SAGA B,SAGA-B.ST,Sweden,Sagax B,,SAGA B,1626.0
SAGA D,SAGA-D.ST,Sweden,Sagax D,,SAGA D,1627.0
SALM,SALM.OL,Norway,SalMar,,SALM,1027.0
SALME,SALME.OL,Norway,Salmon Evolution,,SALME,1985.0
SALT B,SALT-B.ST,Sweden,SaltX Technology,,SALT B,766.0
SBB B,SBB-B.ST,Sweden,Samhällsbyggnadsbolag B,,SBB B,438.0
SBB D,SBB-D.ST,Sweden,Samhällsbyggnadsbolag D,,SBB D,1778.0
SAMPO,SAMPO.HE,Finland,Sampo,,SAMPO,692.0
SAMPO SDB,SAMPOSDB.ST,Sweden,Sampo,,SAMPO SDB,2483.0
SAMPO DKK,SAMPODKK.CO,Denmark,Sampo,,SAMPO DKK,2548.0
SAMT B,SAMT-B.ST,Sweden,Samtrygg,,,
SAND,SAND.ST,Sweden,Sandvik,,SAND,195.0
SANION,SANION.ST,Sweden,Saniona,,SANION,478.0
SANOMA,SANOMA.HE,Finland,Sanoma,,SANOMA,693.0
SARS,SARS.ST,Sweden,SARSYS,,SARS,1416.0
SATS,SATS.OL,Norway,SATS,,SATS,1885.0
YIELD,YIELD.ST,Sweden,SaveLend,,YIELD,2181.0
SAXG,SAXG.ST,Sweden,Saxlund,,SAXG,331.0
SCA A,SCA-A.ST,Sweden,SCA A,,SCA A,1628.0
SCA B,SCA-B.ST,Sweden,SCA B,,SCA B,197.0
SCANA,SCANA.OL,Norway,Scana,,SCANA,1107.0
SBOK,SBOK.ST,Sweden,ScandBook,,SBOK,339.0
SCST,SCST.ST,Sweden,Scandi Standard,,SCST,380.0
SHOT,SHOT.ST,Sweden,Scandic Hotels,,SHOT,922.0
SDOS,SDOS.ST,Sweden,ScandiDos,,SDOS,418.0
ASTOR,ASTOR.ST,Sweden,Scandinavian Astor,,ASTOR,2492.0
SES,SES.ST,Sweden,Scandinavian Enviro,,SES,419.0
SIG,SIG.CO,Denmark,Scandinavian Investment,,SIG,1237.0
SMSMED,SMSMED.CO,Denmark,Scandinavian Medical,,SMSMED,2306.0
HEART,HEART.ST,Sweden,Scandinavian Real Heart,,HEART,458.0
STG,STG.CO,Denmark,Scandinavian Tobacco,,STG,1345.0
SCANFL,SCANFL.HE,Finland,Scanfil,,SCANFL,841.0
SCATC,SCATC.OL,Norway,Scatec,,SCATC,1108.0
SCHO,SCHO.CO,Denmark,Schouw & Co.,,SCHO,1203.0
SCIB,SCIB.ST,Sweden,Scibase,,SCIB,762.0
SCOUT,SCOUT.ST,Sweden,Scout Gaming,,SCOUT,1571.0
SDIP B,SDIP-B.ST,Sweden,Sdiptech,,SDIP B,1438.0
SDIP PREF,SDIPPREF.ST,Sweden,Sdiptech Pref,,SDIP PREF,623.0
SEA1,SEA1.OL,Norway,Sea1 Offshore,,SEA1,1113.0
SEAF,SEAF.ST,Sweden,Seafire,,SEAF,1552.0
SDS,SDS.ST,Sweden,Seamless Distribution Systems,,SDS,1492.0
STW,STW.ST,Sweden,SeaTwirl,,STW,1399.0
SEB A,SEB-A.ST,Sweden,SEB A,,SEB A,199.0
SEB C,SEB-C.ST,Sweden,SEB C,,SEB C,1629.0
SECT B,SECT-B.ST,Sweden,Sectra,,SECT B,200.0
SECU B,SECU-B.ST,Sweden,Securitas,,SECU B,201.0
ENH,ENH.OL,Norway,SED Energy,,ENH,1111.0
SEDANA,SEDANA.ST,Sweden,Sedana Medical,,SEDANA,1487.0
SEHED B,SEHED-B.ST,Sweden,SEHED Byggmästargruppen,,SEHED B,2567.0
SBO,SBO.OL,Norway,Selvaag Bolig,,SBO,1109.0
SDET,SDET.ST,Sweden,SensoDetect,,SDET,531.0
SGG,SGG.ST,Sweden,Sensys Gatso,,SGG,203.0
SNTIA,SNTIA.OL,Norway,Sentia,,SNTIA,2583.0
SENZA,SENZA.ST,Sweden,SenzaGen,,SENZA,1523.0
SEZI,SEZI.ST,Sweden,Senzime,,SEZI,569.0
SERT,SERT.ST,Sweden,Serstech,,SERT,479.0
SERV,SERV.ST,Sweden,Servana,,SERV,538.0
SNM,SNM.ST,Sweden,ShaMaran,,SNM,342.0
SHAPE,SHAPE.CO,Denmark,Shape Robotics,,SHAPE,1944.0
SHT B,SHT-B.ST,Sweden,SHT Smart High-Tech,,SHT B,2303.0
SIBEK,SIBEK.ST,Sweden,Sibek,,SIBEK,2517.0
SIILI,SIILI.HE,Finland,Siili Solutions,,SIILI,997.0
SILEON,SILEON.ST,Sweden,Sileon,,SILEON,579.0
SIMRIS B,SIMRIS-B.ST,Sweden,Simris Alg,,SIMRIS B,1054.0
SINCH,SINCH.ST,Sweden,Sinch,,SINCH,908.0
SINT,SINT.ST,Sweden,SinterCast,,SINT,206.0
SITOWS,SITOWS.HE,Finland,Sitowise Group,,SITOWS,2111.0
SIVE,SIVE.ST,Sweden,Sivers Semiconductors,,SIVE,489.0
SCC B,SCC-B.ST,Sweden,Sjöstrand Coffee,,SCC B,985.0
SKAKO,SKAKO.CO,Denmark,SKAKO,,SKAKO,1283.0
SKAND,SKAND.OL,Norway,Skandia GreenPower,,SKAND,2095.0
SKA B,SKA-B.ST,Sweden,Skanska,,SKA B,207.0
SKF A,SKF-A.ST,Sweden,SKF A,,SKF A,1630.0
SKF B,SKF-B.ST,Sweden,SKF B,,SKF B,208.0
SKIS B,SKIS-B.ST,Sweden,SkiStar,,SKIS B,209.0
SKJE,SKJE.CO,Denmark,Skjern Bank,,SKJE,1284.0
SKOLON,SKOLON.ST,Sweden,Skolon,,SKOLON,2398.0
SKUE,SKUE.OL,Norway,Skue Sparebank,,SKUE,2428.0
SKMO,SKMO.ST,Sweden,Skåne-möllan,,SKMO,344.0
SLEEP,SLEEP.ST,Sweden,Sleep Cycle,,SLEEP,2184.0
SLOTT B,SLOTT-B.ST,Sweden,Slottsviken B,,SLOTT B,517.0
SEYE,SEYE.ST,Sweden,Smart Eye,,SEYE,1390.0
SMCRT,SMCRT.OL,Norway,SmartCraft,,SMCRT,2224.0
SMOP,SMOP.OL,Norway,Smartoptics,,SMOP,2180.0
SMOL,SMOL.ST,Sweden,Smoltek,,SMOL,1669.0
SOCIAL,SOCIAL.ST,Sweden,Sociallite US,,SOCIAL,1904.0
SOFTX,SOFTX.OL,Norway,SoftOx Solutions,,SOFTX,1707.0
SOF B,SOF-B.ST,Sweden,Softronic,,SOF B,210.0
SX101010PI,SX101010PI.ST,Sweden,Software & Computer,,SX101010PI,2000.0
SWON,SWON.OL,Norway,SoftwareOne,,SWON,2587.0
SOGN,SOGN.OL,Norway,Sogn Sparebank,,SOGN,2421.0
STECH,STECH.OL,Norway,Soiltech,,STECH,2549.0
SOLAR B,SOLAR-B.CO,Denmark,Solar,,SOLAR B,1205.0
SFOODS,SFOODS.HE,Finland,Solar Foods,,SFOODS,2550.0
SFAB,SFAB.ST,Sweden,Solid Försäkring,,SFAB,2328.0
SOLIDX,SOLIDX.ST,Sweden,SolidX,,SOLIDX,2300.0
SOLNA,SOLNA.ST,Sweden,Solnaberg,,SOLNA,1368.0
SOMA,SOMA.OL,Norway,Solstad Maritime,,SOMA,2584.0
SOFF,SOFF.OL,Norway,Solstad Offshore,,SOFF,1114.0
SOLT,SOLT.ST,Sweden,SolTech Energy,,SOLT,763.0
SOLTEQ,SOLTEQ.HE,Finland,Solteq,,SOLTEQ,807.0
SIN,SIN.ST,Sweden,Solution International,,SIN,1601.0
SOLWERS,SOLWERS.HE,Finland,Solwers,,SOLWERS,2214.0
SONE,SONE.ST,Sweden,Sonetel,,SONE,1433.0
SOSI,SOSI.ST,Sweden,Sotkamo Silver,,SOSI,572.0
SOSI1,SOSI1.HE,Finland,Sotkamo Silver,,SOSI1,787.0
SOUND,SOUND.ST,Sweden,Sound Dimension,,SOUND,2273.0
SPG,SPG.CO,Denmark,SP Group,,SPG,1286.0
SPAGO,SPAGO.ST,Sweden,Spago Nanomedical,,SPAGO,486.0
HELG,HELG.OL,Norway,Sparebank 1 Helgeland,,HELG,2435.0
SNOR,SNOR.OL,Norway,Sparebank 1 Nordmore,,SNOR,2439.0
NONG,NONG.OL,Norway,Sparebank 1 Nord-Norge,,NONG,2422.0
SOAG,SOAG.OL,Norway,Sparebank 1 Ostfold Akershus,,SOAG,2436.0
SPOL,SPOL.OL,Norway,Sparebank 1 Ostlandet,,SPOL,2438.0
RING,RING.OL,Norway,Sparebank 1 Ringerike Hadeland,,RING,2433.0
MING,MING.OL,Norway,Sparebank 1 SMN,,MING,2432.0
SB1NO,SB1NO.OL,Norway,SpareBank 1 Sor-Norge,,SB1NO,1116.0
SB68,SB68.OL,Norway,Sparebank 68 grader nord,,SB68,2267.0
MORG,MORG.OL,Norway,Sparebanken More,,MORG,2431.0
SBNOR,SBNOR.OL,Norway,Sparebanken Norge,,SBNOR,2423.0
SPOG,SPOG.OL,Norway,Sparebanken Ost,,SPOG,2430.0
SPKSJF,SPKSJF.CO,Denmark,Sparekassen Sjaelland-Fyn,,SPKSJF,1206.0
SPEC,SPEC.ST,Sweden,SpectraCure,,SPEC,785.0
SPEONE,SPEONE.ST,Sweden,SpectrumOne,,SPEONE,765.0
SPERM,SPERM.ST,Sweden,Spermosens,,SPERM,2138.0
SPLTN,SPLTN.ST,Sweden,Spiltan Invest,,SPLTN,2294.0
SPINN,SPINN.HE,Finland,Spinnova,,SPINN,2223.0
SPIR,SPIR.OL,Norway,Spir Group,,SPIR,1962.0
SPGR,SPGR.ST,Sweden,Spotlight Group,,SPGR,1967.0
SPOTR,SPOTR.ST,Sweden,Spotr Group,,SPOTR,1396.0
SPRING,SPRING.HE,Finland,Springvest,,SPRING,2338.0
SPRINT,SPRINT.ST,Sweden,Sprint Bioscience,,SPRINT,429.0
SRV1V,SRV1V.HE,Finland,SRV Group,,SRV1V,731.0
SSAB A,SSAB-A.ST,Sweden,SSAB A,,SSAB A,211.0
SSABAH,SSABAH.HE,Finland,SSAB A,,SSABAH,1647.0
SSABBH,SSABBH.HE,Finland,SSAB B,,SSABBH,695.0
SSAB B,SSAB-B.ST,Sweden,SSAB B,,SSAB B,1632.0
SSH1V,SSH1V.HE,Finland,SSH Communications,,SSH1V,812.0
STST,STST.OL,Norway,Stainless Tankers,,STST,2509.0
STVA B,STVA-B.ST,Sweden,Star Vault,,STVA B,555.0
STAR A,STAR-A.ST,Sweden,Starbreeze A,,STAR A,1633.0
STAR B,STAR-B.ST,Sweden,Starbreeze B,,STAR B,386.0
STABL,STABL.ST,Sweden,Stayble Therapeutics,,STABL,1924.0
STEF B,STEF-B.ST,Sweden,Stendörren Fastigheter,,STEF B,302.0
