action_baseline,k_baseline,ticker_baseline,company_baseline,quality_score_baseline,mos_baseline,mode_baseline,period,date_baseline,ret_baseline,action_change1_quality,k_change1_quality,ticker_change1_quality,company_change1_quality,quality_score_change1_quality,mos_change1_quality,mode_change1_quality,date_change1_quality,ret_change1_quality,action_change2_value,k_change2_value,ticker_change2_value,company_change2_value,quality_score_change2_value,mos_change2_value,mode_change2_value,date_change2_value,ret_change2_value,action_v2,k_v2,ticker_v2,company_v2,quality_score_v2,mos_v2,mode_v2,date_v2,ret_v2
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2024-09,2024-09-30,-0.027675276752767486,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2024-09-30,-0.027675276752767486,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2024-09-30,-0.027675276752767486,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2024-09-30,-0.027675276752767486
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2024-10,2024-10-31,-0.07653383934218849,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2024-10-31,-0.07653383934218849,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2024-10-31,-0.07653383934218849,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2024-10-31,-0.07653383934218849
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2024-11,2024-11-29,0.15882102601078651,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2024-11-29,0.15882102601078651,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2024-11-29,0.15882102601078651,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2024-11-29,0.15882102601078651
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2024-12,2024-12-30,0.04821556311928199,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2024-12-30,0.04821556311928199,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2024-12-30,0.04821556311928199,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2024-12-30,0.04821556311928199
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2025-01,2025-01-31,-0.08185438545116597,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2025-01-31,-0.08185438545116597,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2025-01-31,-0.08185438545116597,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2025-01-31,-0.08185438545116597
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2025-02,2025-02-28,-0.15343847282652334,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2025-02-28,-0.15343847282652334,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2025-02-28,-0.15343847282652334,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2025-02-28,-0.15343847282652334
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2025-03,2025-03-31,0.06527117879593636,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2025-03-31,0.06527117879593636,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2025-03-31,0.06527117879593636,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2025-03-31,0.06527117879593636
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2025-04,2025-04-30,0.06840195678271188,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2025-04-30,0.06840195678271188,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2025-04-30,0.06840195678271188,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2025-04-30,0.06840195678271188
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2025-05,2025-05-30,-0.07062264939406604,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2025-05-30,-0.07062264939406604,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2025-05-30,-0.07062264939406604,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2025-05-30,-0.07062264939406604
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2025-06,2025-06-30,0.06681759561238132,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2025-06-30,0.06681759561238132,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2025-06-30,0.06681759561238132,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2025-06-30,0.06681759561238132
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2025-07,2025-07-31,-0.00955407564374866,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2025-07-31,-0.00955407564374866,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2025-07-31,-0.00955407564374866,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2025-07-31,-0.00955407564374866
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2025-08,2025-08-29,0.07824217774477082,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2025-08-29,0.07824217774477082,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2025-08-29,0.07824217774477082,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2025-08-29,0.07824217774477082
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2025-09,2025-09-30,0.014910537005483837,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2025-09-30,0.014910537005483837,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2025-09-30,0.014910537005483837,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2025-09-30,0.014910537005483837
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2025-10,2025-10-31,0.00741328327958124,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2025-10-31,0.00741328327958124,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2025-10-31,0.00741328327958124,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2025-10-31,0.00741328327958124
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2025-11,2025-11-28,-0.0795895326839463,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2025-11-28,-0.0795895326839463,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2025-11-28,-0.0795895326839463,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2025-11-28,-0.0795895326839463
